Date (mm/dd/yyyy),Facility,Order received time,Order type,Pick/pack start time,Package ID,Package committed time,Zip Body,Call: Takeoff clearance,Flight ID,Flight launched time,Delivery status,Delivery time,Recovery (or flight failure) time,Mission failure (if applicable),Fulfillment off-nominal event - 1,Fulfillment off-nominal event - 2,Flight off-nominal event - 1,Flight off-nominal event - 2,Flight off-nominal event - 3,Flight off-nominal event - 4,Downtime events - 1,Downtime events - 2,Comments,UTC Date
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 16:01:15,15254,4/14/2020 16:03:47,198,,17930,4/14/2020 16:20:52,Nominal delivery,4/14/2020 17:10:57,4/14/2020 18:13:55,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/14/2020 15:57:47
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 15:58:43,15274,4/14/2020 16:01:15,552,,17963,4/14/2020 16:12:56,Mission failure after delivery,4/14/2020 17:02:41,4/14/2020 18:06:03,POTENTIAL_HARMATTAN_ROTOR_AHEAD,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/14/2020 15:57:47
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 15:58:53,15243,4/14/2020 16:00:52,559,,17954,4/14/2020 16:07:34,Mission failure after delivery,4/14/2020 16:58:02,4/14/2020 18:03:15,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,,,Temporary high wind at launch site,,,,,,,4/14/2020 15:57:47
4/14/2020,,,,,siteid_24,,568,,17955,4/14/2020 15:30:07,Nominal delivery,4/14/2020 16:20:17,4/14/2020 17:17:46,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/14/2020 15:26:20
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 14:56:28,Resupply - Vaccine,4/14/2020 15:07:22,15194,4/14/2020 15:09:58,198,,17953,4/14/2020 15:13:27,Nominal delivery,4/14/2020 15:27:11,4/14/2020 15:42:42,,,,,,,,,,,4/14/2020 14:56:28
4/14/2020,Dwenase (Fanteakwa) CHPS (via Dwenase Health Center),4/14/2020 14:37:26,Resupply - Medical,4/14/2020 15:06:42,14249,4/14/2020 15:10:28,236,,17959,4/14/2020 15:15:54,Nominal delivery,4/14/2020 15:35:58,4/14/2020 16:00:00,,,,Wait for launcher to be free,,,,,,,4/14/2020 14:37:26
4/14/2020,Dwenase (Fanteakwa) CHPS (via Dwenase Health Center),4/14/2020 14:37:26,Resupply - Medical,4/14/2020 14:40:23,15193,4/14/2020 14:43:59,548,,17923,4/14/2020 14:47:07,Nominal delivery,4/14/2020 15:07:13,4/14/2020 15:32:07,,,,,,,,,,,4/14/2020 14:37:26
4/14/2020,Abamkrom HC,4/14/2020 13:47:15,Resupply - Vaccine,4/14/2020 14:17:45,15285,4/14/2020 14:22:10,559,,17941,4/14/2020 14:26:11,Nominal delivery,4/14/2020 14:59:57,4/14/2020 15:29:12,,,,Perform multiple control surface checks,,,,,,,4/14/2020 13:47:15
4/14/2020,,,,,siteid_670,,187,,17881,,Nominal delivery,,,,,,Swap Zip component due to exception,,,,Software > Software release,Weather > Wind at Nest,,4/14/2020 13:13:20
4/14/2020,Danteng HC (via Danteng Health Centre),4/14/2020 12:29:45,Resupply - Medical,4/14/2020 14:15:16,14219,4/14/2020 14:16:47,229,,17934,4/14/2020 14:20:53,Nominal delivery,4/14/2020 15:10:56,4/14/2020 16:05:42,,,,,,,,,,,4/14/2020 12:29:45
4/14/2020,Danteng HC (via Danteng Health Centre),4/14/2020 12:29:45,Resupply - Medical,4/14/2020 14:14:02,15156,4/14/2020 14:16:12,241,,17948,4/14/2020 14:23:01,Nominal delivery,4/14/2020 15:15:58,4/14/2020 16:10:58,,,,,,,,,,,4/14/2020 12:29:45
4/14/2020,,,,,14216,,228,,17908,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/14/2020 12:19:18
4/14/2020,Bosuso HC (via Bosuso Health Center),4/14/2020 12:18:09,Resupply - Medical,4/14/2020 14:11:17,15242,4/14/2020 14:13:21,566,,17920,4/14/2020 14:18:28,Nominal delivery,4/14/2020 14:35:52,4/14/2020 14:54:54,,,,,,,,,,,4/14/2020 12:18:09
4/14/2020,Bosuso HC (via Bosuso Health Center),4/14/2020 12:18:09,Resupply - Medical,4/14/2020 14:09:15,15235,4/14/2020 14:12:49,236,,17925,4/14/2020 14:16:08,Nominal delivery,4/14/2020 14:32:37,4/14/2020 14:51:37,,,,,,,,,,,4/14/2020 12:18:09
4/14/2020,Obregyima HC,4/14/2020 11:58:11,Resupply - Medical,4/14/2020 12:01:56,15187,4/14/2020 12:18:58,548,,17907,4/14/2020 12:10:46,Nominal delivery,4/14/2020 12:32:31,4/14/2020 12:52:40,,,,Perform multiple control surface checks,,,,,,,4/14/2020 11:58:11
4/14/2020,Obregyima HC,4/14/2020 11:58:11,Resupply - Medical,4/14/2020 12:07:43,15188,4/14/2020 12:10:53,250,,17894,4/14/2020 12:13:47,Nominal delivery,4/14/2020 12:37:33,4/14/2020 12:57:26,,,,,,,,,,,4/14/2020 11:58:11
4/14/2020,Obretema CHPS,4/14/2020 10:10:42,Resupply - Vaccine,4/14/2020 10:59:55,15225,4/14/2020 11:03:28,228,,17878,4/14/2020 11:05:05,Nominal delivery,4/14/2020 11:09:33,4/14/2020 11:15:19,,,,,,,,,,,4/14/2020 10:10:42
4/14/2020,Akyem Banso CHPS (via Akyem Banso),4/14/2020 10:09:05,Resupply - Vaccine,4/14/2020 10:48:21,15222,4/14/2020 10:54:10,250,,17889,4/14/2020 10:57:28,Nominal delivery,4/14/2020 11:20:19,4/14/2020 11:46:48,,,,,,,,,,,4/14/2020 10:09:05
4/14/2020,Bomponso No. 2 CHPS (via Bomponso CHPS),4/14/2020 10:08:09,Resupply - Vaccine,4/14/2020 11:47:02,15232,4/14/2020 11:58:40,552,,17905,4/14/2020 12:02:03,Nominal delivery,4/14/2020 12:14:18,4/14/2020 12:25:46,,,,,,,,,,,4/14/2020 10:08:09
4/14/2020,Akropong CHPS,4/14/2020 10:00:13,Resupply - Vaccine,4/14/2020 12:37:16,15249,4/14/2020 12:39:27,566,,17906,4/14/2020 12:42:19,Nominal delivery,4/14/2020 13:05:26,4/14/2020 13:29:38,,,,,,,,,,,4/14/2020 10:00:13
4/14/2020,Kofi Dede CHPS (via Danteng Health Centre),4/14/2020 09:57:32,Resupply - Medical,4/14/2020 14:17:34,15246,4/14/2020 14:20:29,243,,17937,4/14/2020 14:32:35,Nominal delivery,4/14/2020 15:22:54,4/14/2020 16:18:19,,,,,,,,,,,4/14/2020 09:57:32
4/14/2020,Fodoa HC (via Aweregya Health Centre),4/14/2020 09:38:27,Resupply - Medical,4/14/2020 10:22:09,14868,4/14/2020 10:25:43,202,,17856,4/14/2020 10:35:27,Nominal delivery,4/14/2020 11:27:01,4/14/2020 12:22:02,,,,Wait for launcher to be free,,,,,,,4/14/2020 09:38:27
4/14/2020,Fodoa HC (via Aweregya Health Centre),4/14/2020 09:38:27,Resupply - Medical,4/14/2020 10:14:29,15186,4/14/2020 10:20:23,559,,17897,4/14/2020 10:29:04,Nominal delivery,4/14/2020 11:20:18,4/14/2020 12:14:05,,,,Wait for launcher to be free,Perform multiple control surface checks,,,,,,4/14/2020 09:38:27
4/14/2020,Fodoa HC (via Aweregya Health Centre),4/14/2020 09:38:27,Resupply - Medical,4/14/2020 10:06:13,15120,4/14/2020 10:13:29,549,,17886,4/14/2020 10:18:13,Nominal delivery,4/14/2020 11:09:35,4/14/2020 12:04:09,,,,Perform multiple control surface checks,,,,,,,4/14/2020 09:38:27
4/14/2020,Fodoa HC (via Aweregya Health Centre),4/14/2020 09:38:27,Resupply - Medical,4/14/2020 09:54:10,15185,4/14/2020 10:03:28,542,,17884,4/14/2020 10:06:17,Nominal delivery,4/14/2020 10:57:08,4/14/2020 11:51:34,,,,,,,,,,,4/14/2020 09:38:27
4/14/2020,Addonkwanta (East Akim) CHPS (via Addonkwanta CHPS (East Akim District)),4/14/2020 09:33:14,Resupply - Vaccine,4/14/2020 13:23:45,14244,4/14/2020 13:28:55,250,,17932,4/14/2020 13:36:39,Nominal delivery,4/14/2020 13:46:57,4/14/2020 13:56:25,,,,,,,,,,,4/14/2020 09:33:14
4/14/2020,Addonkwanta (East Akim) CHPS (via Addonkwanta CHPS (East Akim District)),4/14/2020 09:33:14,Resupply - Vaccine,4/14/2020 13:18:10,15215,4/14/2020 13:22:14,236,,17919,4/14/2020 13:28:19,Nominal delivery,4/14/2020 13:39:10,4/14/2020 13:49:45,,,,Insufficient batteries to launch new flights,,,,,,,4/14/2020 09:33:14
4/14/2020,Addonkwanta (East Akim) CHPS (via Addonkwanta CHPS (East Akim District)),4/14/2020 09:33:14,Resupply - Vaccine,4/14/2020 12:22:24,14684,4/14/2020 12:36:30,202,,17911,4/14/2020 12:40:17,Nominal delivery,4/14/2020 12:50:29,4/14/2020 13:06:36,,,,Perform multiple control surface checks,,,,,,,4/14/2020 09:33:14
4/14/2020,Nkawkaw Amanfrom CHPS,4/14/2020 09:29:21,Resupply - Vaccine,4/14/2020 11:13:33,15231,4/14/2020 11:19:19,243,,17879,4/14/2020 11:22:08,Nominal delivery,4/14/2020 12:06:54,4/14/2020 12:55:07,,,,,,,,,,,4/14/2020 09:29:21
4/14/2020,Nkawkaw Amanfrom CHPS,4/14/2020 09:29:21,Resupply - Vaccine,4/14/2020 11:04:48,15230,4/14/2020 11:12:05,538,,17902,4/14/2020 11:15:24,Nominal delivery,4/14/2020 12:00:02,4/14/2020 12:48:05,,,,,,,,,,,4/14/2020 09:29:21
4/14/2020,Nkawkaw Amanfrom CHPS,4/14/2020 09:29:21,Resupply - Vaccine,4/14/2020 10:30:48,15226,4/14/2020 10:35:22,236,,17871,4/14/2020 10:43:56,Nominal delivery,4/14/2020 11:29:02,4/14/2020 12:16:49,,,,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,,4/14/2020 09:29:21
4/14/2020,Akwadum RCH (via Akwadum Rch),4/14/2020 09:27:00,Resupply - Vaccine,4/14/2020 09:58:54,15223,4/14/2020 10:06:30,250,,17887,4/14/2020 10:09:04,Nominal delivery,4/14/2020 10:22:35,4/14/2020 10:35:32,,,,,,,,,,,4/14/2020 09:27:00
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 14:07:02,14128,4/14/2020 14:09:37,250,,17917,4/14/2020 14:12:21,Nominal delivery,4/14/2020 14:25:32,4/14/2020 14:42:32,,,,,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 13:54:29,15255,4/14/2020 14:04:18,228,,17946,4/14/2020 14:08:17,Nominal delivery,4/14/2020 14:22:16,4/14/2020 14:37:19,,,,,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 13:56:24,13570,4/14/2020 14:01:01,198,,17940,4/14/2020 14:04:05,Nominal delivery,4/14/2020 14:17:18,4/14/2020 14:33:13,,,,Perform multiple control surface checks,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 13:27:40,15257,4/14/2020 13:31:01,538,,17926,4/14/2020 13:43:45,Nominal delivery,4/14/2020 13:56:52,4/14/2020 14:14:13,,,,Perform multiple control surface checks,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 13:21:11,15248,4/14/2020 13:23:43,548,,17933,4/14/2020 13:46:18,Nominal delivery,4/14/2020 14:01:06,4/14/2020 14:16:30,,,,Wait for launcher to be free,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 13:17:10,15289,4/14/2020 13:20:16,241,,17927,4/14/2020 13:24:30,Nominal delivery,4/14/2020 13:38:34,4/14/2020 13:53:22,,,,,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 12:23:47,14215,4/14/2020 12:29:33,549,,17918,4/14/2020 12:32:21,Nominal delivery,4/14/2020 12:46:17,4/14/2020 13:04:25,,,,,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 12:14:07,14122,4/14/2020 12:18:47,228,,17900,4/14/2020 12:28:48,Nominal delivery,4/14/2020 12:43:34,4/14/2020 13:02:13,,,,Wait for launcher to be free,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 12:14:09,13531,4/14/2020 12:18:46,229,,17901,4/14/2020 12:26:18,Nominal delivery,4/14/2020 12:39:24,4/14/2020 12:59:42,,,,Perform multiple control surface checks,,,,,,,4/14/2020 09:25:14
4/14/2020,Oyoko HC-GH1 (via Oyoko HC),4/14/2020 09:25:14,Resupply - Vaccine,4/14/2020 11:04:31,15212,4/14/2020 11:10:30,566,,17899,4/14/2020 11:13:25,Nominal delivery,4/14/2020 11:27:05,4/14/2020 11:42:17,,,,,,,,,,,4/14/2020 09:25:14
4/14/2020,Asamang Tamfoe CHPS (via Asamang Tamfoe),4/14/2020 09:08:32,Resupply - Vaccine,4/14/2020 11:14:15,15211,4/14/2020 11:22:44,241,,17888,4/14/2020 11:25:27,Nominal delivery,4/14/2020 11:49:48,4/14/2020 12:19:12,,,,,,,,,,,4/14/2020 09:08:32
4/14/2020,Asamang Tamfoe CHPS (via Asamang Tamfoe),4/14/2020 09:08:32,Resupply - Vaccine,4/14/2020 10:27:52,14473,4/14/2020 10:35:01,198,,17895,4/14/2020 10:40:53,Nominal delivery,4/14/2020 11:05:30,4/14/2020 11:31:07,,,,Wait for Zip to acquire GPS fix,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,4/14/2020 09:08:32
4/14/2020,Apradang HC (via Apradang Health Centre),4/14/2020 08:59:21,Resupply - Vaccine,4/14/2020 09:19:56,14174,4/14/2020 09:22:34,538,,17854,4/14/2020 09:26:32,Nominal delivery,4/14/2020 10:15:16,4/14/2020 11:08:52,,,,Other FlightOps off-nominal event,,,,,,Difficulty with control surface checks due to lighting conditions,4/14/2020 08:59:21
4/14/2020,Akropong CHPS,4/14/2020 08:46:11,Resupply - Vaccine,4/14/2020 10:07:09,15229,4/14/2020 10:19:00,241,,17885,4/14/2020 10:22:06,Nominal delivery,4/14/2020 10:45:41,4/14/2020 11:11:38,,,,,,,,,,,4/14/2020 08:46:11
4/14/2020,Akropong CHPS,4/14/2020 08:46:11,Resupply - Vaccine,4/14/2020 09:52:24,15233,4/14/2020 09:56:27,228,,17857,4/14/2020 10:00:29,Nominal delivery,4/14/2020 10:23:58,4/14/2020 10:50:29,,,,Wait for Zip to acquire GPS fix,,,,,,,4/14/2020 08:46:11
4/14/2020,Akropong CHPS,4/14/2020 08:46:11,Resupply - Vaccine,4/14/2020 09:05:48,13496,4/14/2020 09:14:51,566,,17855,4/14/2020 09:21:01,Nominal delivery,4/14/2020 09:45:08,4/14/2020 10:09:55,,,,Wait for launcher to be free,,,,,,,4/14/2020 08:46:11
4/14/2020,Akropong CHPS,4/14/2020 08:46:11,Resupply - Vaccine,4/14/2020 08:55:25,14883,4/14/2020 09:12:17,241,,17872,4/14/2020 09:18:36,Nominal delivery,4/14/2020 09:42:50,4/14/2020 10:07:09,,,,Swap Zip component due to exception,,,,,,,4/14/2020 08:46:11
4/14/2020,Akropong CHPS,4/14/2020 08:46:11,Resupply - Vaccine,4/14/2020 08:56:03,15183,4/14/2020 09:03:48,250,,17875,4/14/2020 09:06:37,Nominal delivery,4/14/2020 09:30:08,4/14/2020 09:55:19,,,,,,,,,,,4/14/2020 08:46:11
4/14/2020,Akyem Pameng CHPS,4/14/2020 08:22:28,Resupply - Vaccine,4/14/2020 08:43:56,15200,4/14/2020 08:53:06,559,,17883,4/14/2020 08:58:53,Nominal delivery,4/14/2020 09:21:54,4/14/2020 09:45:25,,,,Wait for launcher to be free,,,,,,,4/14/2020 08:22:28
4/14/2020,Akyem Pameng CHPS,4/14/2020 08:22:28,Resupply - Vaccine,4/14/2020 08:37:51,15201,4/14/2020 08:49:49,552,,17862,4/14/2020 08:54:24,Nominal delivery,4/14/2020 09:17:34,4/14/2020 09:41:19,,,,Perform multiple control surface checks,,,,,,,4/14/2020 08:22:28
4/14/2020,Akyem Pameng CHPS,4/14/2020 08:22:28,Resupply - Vaccine,4/14/2020 08:32:56,15191,4/14/2020 08:41:55,542,,17866,4/14/2020 08:44:54,Nominal delivery,4/14/2020 09:08:03,4/14/2020 09:31:44,,,,,,,,,,,4/14/2020 08:22:28
4/14/2020,Danteng HC (via Danteng Health Centre),4/14/2020 07:56:28,Resupply - Medical,4/14/2020 07:59:17,15210,4/14/2020 08:08:27,549,,17876,4/14/2020 08:15:28,Nominal delivery,4/14/2020 09:07:20,4/14/2020 10:02:08,,,,Swap Zip component due to exception,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,4/14/2020 07:56:28
4/14/2020,Danteng HC (via Danteng Health Centre),4/14/2020 07:56:28,Resupply - Medical,4/14/2020 07:59:20,14849,4/14/2020 08:06:37,568,,17867,4/14/2020 08:09:32,Nominal delivery,4/14/2020 09:01:59,4/14/2020 09:59:25,,,,,,,,,,,4/14/2020 07:56:28
4/13/2020,,,,,siteid_674,,187,,17773,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/13/2020 18:51:58
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:11:42,15071,4/13/2020 17:15:15,554,,17861,4/13/2020 18:10:38,Nominal delivery,4/13/2020 18:58:39,4/13/2020 19:56:47,,,,Perform multiple control surface checks,Insufficient batteries to launch new flights,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:11:42,15071,4/13/2020 17:15:15,554,,17850,,Nominal delivery,,,,,,Insufficient batteries to launch new flights,Wait for launcher to be free,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:10:45,15070,4/13/2020 17:12:01,229,,17852,4/13/2020 17:43:27,Nominal delivery,4/13/2020 18:32:34,4/13/2020 19:32:10,,,,Wait for launcher to be free,,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:09:23,15127,4/13/2020 17:10:45,243,,17845,4/13/2020 17:28:18,Nominal delivery,4/13/2020 18:17:03,4/13/2020 19:17:35,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:08:13,14447,4/13/2020 17:10:09,568,,17849,4/13/2020 17:22:46,Nominal delivery,4/13/2020 18:12:09,4/13/2020 19:10:57,,,,Perform multiple control surface checks,Wait for launcher to be free,Temporary high wind at launch site,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:05:09,15313,4/13/2020 17:09:00,236,,17815,4/13/2020 17:36:54,Nominal delivery,4/13/2020 18:25:57,4/13/2020 19:25:05,,,,Wait for launcher to be free,,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:06:24,14440,4/13/2020 17:07:56,198,,17841,4/13/2020 17:15:51,Nominal delivery,4/13/2020 18:05:02,4/13/2020 19:03:42,,,,Power cycle Zip due to exception,Wait for Zip to boot,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 17:04:25,15006,4/13/2020 17:05:54,202,,17770,4/13/2020 17:08:29,Nominal delivery,4/13/2020 17:57:50,4/13/2020 18:56:00,,,,,,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 16:01:35,15072,4/13/2020 16:07:37,228,,17832,4/13/2020 16:37:45,Nominal delivery,4/13/2020 17:28:46,4/13/2020 18:26:27,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 15:58:53,15005,4/13/2020 16:00:42,241,,17835,4/13/2020 16:31:24,Nominal delivery,4/13/2020 17:22:35,4/13/2020 18:19:59,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 15:58:38,15338,4/13/2020 16:00:02,250,,17844,4/13/2020 16:25:43,Nominal delivery,4/13/2020 17:16:15,4/13/2020 18:14:49,,,,Wait for launcher to be free,Temporary high wind at launch site,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 15:56:34,15335,4/13/2020 15:58:35,559,,17838,4/13/2020 16:12:15,Nominal delivery,4/13/2020 17:04:35,4/13/2020 18:00:28,,,,Wait for launcher to be free,Swap Zip component due to exception,,,,,,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 15:56:51,15065,4/13/2020 15:58:22,549,,17847,4/13/2020 16:05:40,Nominal delivery,4/13/2020 16:59:46,4/13/2020 17:54:59,,,,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,Waiting for 5mins interval before we launch,4/13/2020 15:50:30
4/13/2020,Aweregya HC (via Aweregya Health Centre),4/13/2020 15:50:30,Resupply - Medical,4/13/2020 15:55:04,15073,4/13/2020 15:56:23,542,,17842,4/13/2020 15:59:22,Nominal delivery,4/13/2020 16:53:11,4/13/2020 17:48:02,,,,,,,,,,,4/13/2020 15:50:30
4/13/2020,Maame Krobo H/C (via Ekye Health Centre),4/13/2020 14:26:49,Resupply - Medical,4/13/2020 14:56:19,14264,4/13/2020 14:59:28,566,,17792,4/13/2020 15:18:32,Nominal delivery,4/13/2020 16:09:28,4/13/2020 17:06:39,,,,Wait for launcher to be free,Swap Zip component due to exception,Delay follow-up flight to distant delivery site due to battery life concerns,,,,Waiting for 5mins interval before we launch,4/13/2020 14:26:49
4/13/2020,Maame Krobo H/C (via Ekye Health Centre),4/13/2020 14:26:49,Resupply - Medical,4/13/2020 14:50:38,15401,4/13/2020 14:56:30,236,,17834,4/13/2020 15:06:02,Mission failure after delivery,4/13/2020 15:57:28,4/13/2020 16:56:29,POTENTIAL_HARMATTAN_ROTOR_AHEAD,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,Waiting for 5mins interval before we launch,4/13/2020 14:26:49
4/13/2020,Maame Krobo H/C (via Ekye Health Centre),4/13/2020 14:26:49,Resupply - Medical,4/13/2020 14:53:15,15126,4/13/2020 14:55:46,202,,17829,4/13/2020 15:12:18,Nominal delivery,4/13/2020 16:03:22,4/13/2020 17:01:43,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,Waiting for 5mins interval before we launch,4/13/2020 14:26:49
4/13/2020,Maame Krobo H/C (via Ekye Health Centre),4/13/2020 14:26:49,Resupply - Medical,4/13/2020 14:47:45,15196,4/13/2020 14:51:57,568,,17836,4/13/2020 14:59:42,Nominal delivery,4/13/2020 15:50:33,4/13/2020 16:48:57,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,Waiting for 5mins interval before we launch,4/13/2020 14:26:49
4/13/2020,Maame Krobo H/C (via Ekye Health Centre),4/13/2020 14:26:49,Resupply - Medical,4/13/2020 14:46:47,15306,4/13/2020 14:50:07,552,,17837,4/13/2020 14:53:30,Nominal delivery,4/13/2020 15:45:01,4/13/2020 16:43:24,,,,,,,,,,,4/13/2020 14:26:49
4/13/2020,Maame Krobo H/C (via Ekye Health Centre),4/13/2020 14:26:49,Resupply - Medical,4/13/2020 14:40:46,15304,4/13/2020 14:43:48,554,,17830,4/13/2020 14:46:48,Nominal delivery,4/13/2020 15:37:47,4/13/2020 16:34:29,,,,,,,,,,,4/13/2020 14:26:49
4/13/2020,Kofi Dede CHPS (via Danteng Health Centre),4/13/2020 11:04:50,Resupply - Medical,4/13/2020 11:49:10,15208,4/13/2020 11:56:07,250,,17828,4/13/2020 11:59:27,Nominal delivery,4/13/2020 12:50:12,4/13/2020 13:46:33,,,,,,,,nest > Nest flight failure grounding,,,4/13/2020 11:04:50
4/13/2020,Kofi Dede CHPS (via Danteng Health Centre),4/13/2020 11:04:50,Resupply - Medical,4/13/2020 11:32:13,15298,4/13/2020 11:34:10,202,,17824,4/13/2020 11:44:05,Nominal delivery,4/13/2020 12:35:17,4/13/2020 13:28:22,,,,Swap Zip component due to exception,Wait for launcher to be free,,,nest > Nest flight failure grounding,,,4/13/2020 11:04:50
4/13/2020,Kofi Dede CHPS (via Danteng Health Centre),4/13/2020 11:04:50,Resupply - Medical,4/13/2020 11:29:11,15216,4/13/2020 11:31:18,568,,17826,4/13/2020 11:37:30,Nominal delivery,4/13/2020 12:28:18,4/13/2020 13:21:08,,,,Wait for launcher to be free,Perform multiple control surface checks,,,nest > Nest flight failure grounding,,,4/13/2020 11:04:50
